1,0.89130756,0.769761896,0.688201477,0.616648214,0.648630657,0.523777584,0.455643543,0.461732556,0.48957367,0.506661776,0.513050298,0.519511703,0.528884916,0.505347767,0.434085877,0.377803209,0.384245731,0.39628317,0.414479048,0.406161285,0.396797323,0.435822704,0.370037957,0.344659508,0.326254886,0.355000064,0.385658753,0.419746802,0.416021472,0.377943331,0.222687424,0.241163876,0.315350354,0.349730823,0.372385309,0.400155823,0.451561828,0.429875092,0.362357865,0.279644756,0.214006574,0.316464874,0.359009576,0.390963598,0.404383408,0.421513255,0.336490646,0.167255337,0.090206272,0.267487045,0.305024371,0.335922677,0.30943556,0.05232239,0.05239453,0.05246121,0.238831808,0.050863847,0.095415568
0.89130756,1,0.815441406,0.714507291,0.631788291,0.595399898,0.517513126,0.473477704,0.48693514,0.517961895,0.532913938,0.516258099,0.531471215,0.461890944,0.460237802,0.418068078,0.37362456,0.399277737,0.4239071,0.449268734,0.424237802,0.412561686,0.380717635,0.344110375,0.307413029,0.296370257,0.34267704,0.395384204,0.43842003,0.430079977,0.368661179,0.196477281,0.223808306,0.272351207,0.309195664,0.34225961,0.390874856,0.470284407,0.447841568,0.350539629,0.222691543,0.199369963,0.274713296,0.317942667,0.35622813,0.402703078,0.473601597,0.404822503,0.195721901,0.069581799,0.24098164,0.272187975,0.303235711,0.341594711,0.048158902,0.048398962,0.045907956,0.22907297,0.082601993,0.047062486
0.769761896,0.815441406,1,0.620448677,0.652707642,0.538435636,0.452759838,0.401868996,0.398280543,0.429066567,0.456072528,0.475515434,0.535723927,0.441190922,0.423015892,0.353870924,0.288976437,0.298310383,0.334366058,0.381554622,0.410395859,0.419030426,0.339093955,0.316259531,0.251673065,0.218872961,0.245501268,0.301857898,0.399180353,0.434935816,0.396072002,0.21057999,0.184380324,0.213130027,0.224420989,0.238903644,0.289007611,0.401276393,0.4230532,0.353630366,0.214298254,0.145261891,0.200221292,0.225775533,0.251609841,0.288392337,0.34659097,0.298118649,0.16420969,0.073242491,0.158952035,0.17680394,0.199804623,0.200487996,0.06903732,0.069308257,0.068223105,0.125164891,0.036777735,0.104074518
0.688201477,0.714507291,0.620448677,1,0.743903836,0.658011991,0.771496129,0.782313143,0.790596408,0.778909041,0.743916585,0.667621966,0.712010435,0.590935173,0.653865722,0.689431077,0.690282158,0.702847289,0.687152686,0.668586168,0.627966783,0.603309692,0.516942069,0.458898918,0.495852427,0.555716668,0.616032656,0.649419928,0.635009166,0.55793654,0.516563819,0.31546759,0.276915553,0.397195042,0.490684058,0.537501306,0.578634816,0.618483536,0.555066534,0.448253292,0.327000051,0.255496944,0.374586881,0.447808186,0.495604796,0.537353214,0.563094163,0.432389467,0.185191118,0.152841258,0.322634653,0.367009348,0.414488821,0.424215368,0.076659352,0.07652227,0.07787757,0.319866896,0.117218675,0.096085402
0.616648214,0.631788291,0.652707642,0.743903836,1,0.657505452,0.729642377,0.733553118,0.740533339,0.779124952,0.793186306,0.799609275,0.798788434,0.670748284,0.664878907,0.647959836,0.643467385,0.63896638,0.684534412,0.683280375,0.713172977,0.737561312,0.606979229,0.46812627,0.486103225,0.530878412,0.581978385,0.618677476,0.638830804,0.608724818,0.629502423,0.335413622,0.244518688,0.365860275,0.43060789,0.46863641,0.507437323,0.572826453,0.547462372,0.486592722,0.280520377,0.197494771,0.297472183,0.351946254,0.391740025,0.429562189,0.443299368,0.325333288,0.165186814,0.211434425,0.218350411,0.240603186,0.276354332,0.246362684,0.124669605,0.124748655,0.128767752,0.162844264,0.078083374,0.202347036
0.648630657,0.595399898,0.538435636,0.658011991,0.657505452,1,0.766431691,0.596436169,0.573554613,0.597476743,0.641237442,0.678857099,0.72649003,0.678939418,0.796736008,0.65212629,0.523009936,0.499521145,0.552634801,0.616335126,0.657280501,0.641117384,0.63028894,0.618703209,0.545724718,0.466434822,0.50977941,0.569225895,0.639914472,0.644874783,0.619120416,0.333735172,0.370496667,0.479546494,0.507686124,0.535412658,0.57026333,0.634198059,0.610892773,0.479931758,0.296314554,0.276833828,0.428338448,0.489620632,0.516365829,0.514312758,0.480719903,0.342034371,0.117248167,0.239136328,0.330149724,0.38100031,0.416189898,0.302052511,0.102790401,0.102773831,0.108095693,0.260792741,0.043885668,0.216314685
0.523777584,0.517513126,0.452759838,0.771496129,0.729642377,0.766431691,1,0.906852111,0.840566506,0.806175004,0.7832575,0.731251131,0.785502443,0.632782084,0.807316822,0.891086116,0.847074689,0.7941658,0.782431132,0.758577998,0.728403028,0.708723883,0.591732125,0.644000022,0.718752686,0.744678937,0.786910159,0.800127247,0.74311916,0.635199294,0.609404061,0.346091682,0.403975982,0.595341238,0.687090176,0.726691055,0.746327497,0.723248293,0.615902493,0.475407751,0.302438192,0.348272032,0.52777899,0.609458043,0.64993666,0.668779162,0.610744275,0.404328306,0.116191514,0.221572703,0.419134568,0.472949912,0.524707874,0.461631803,0.087304587,0.087082468,0.092282573,0.366344787,0.106786593,0.153880791
0.455643543,0.473477704,0.401868996,0.782313143,0.733553118,0.596436169,0.906852111,1,0.962649862,0.909505054,0.856683514,0.756853808,0.744604472,0.558260749,0.696821084,0.864657497,0.943939064,0.926148887,0.891794581,0.82041856,0.754130015,0.705795249,0.537889862,0.530512601,0.673379233,0.795302965,0.854557469,0.853346784,0.754280873,0.612859252,0.58318654,0.310712148,0.317308688,0.522994151,0.644371115,0.694312994,0.715576579,0.69333463,0.586793045,0.473702107,0.286246136,0.280797126,0.438769662,0.522302863,0.570351533,0.611785827,0.600249162,0.432515029,0.158769756,0.190861071,0.332090322,0.377155238,0.431146559,0.42837273,0.10033995,0.099730838,0.102759391,0.301050548,0.13203862,0.127003469
0.461732556,0.48693514,0.398280543,0.790596408,0.740533339,0.573554613,0.840566506,0.962649862,1,0.973705596,0.918006121,0.796929529,0.742718802,0.5405508,0.660284645,0.810100118,0.924426497,0.957950072,0.951390653,0.878732593,0.790011179,0.719469763,0.537755381,0.48127784,0.622973893,0.763868187,0.855187915,0.873947294,0.779835849,0.633260398,0.584336572,0.293660901,0.276585197,0.474961414,0.602030052,0.666660125,0.699353299,0.698869747,0.600320858,0.481401813,0.274405897,0.241803519,0.388183778,0.473823131,0.528176176,0.582782488,0.606560691,0.467501879,0.189910617,0.18291278,0.28488454,0.327444053,0.380812098,0.400193288,0.09878298,0.098068633,0.099512937,0.259213551,0.122571235,0.108527812
0.48957367,0.517961895,0.429066567,0.778909041,0.779124952,0.597476743,0.806175004,0.909505054,0.973705596,1,0.967673466,0.864134882,0.782603103,0.565184662,0.665750212,0.769970373,0.866759411,0.917564781,0.954498676,0.906097292,0.829369588,0.764120815,0.571092292,0.475752837,0.585947835,0.708335911,0.810750787,0.850707969,0.783048338,0.657793415,0.611163947,0.290359064,0.260691965,0.439944851,0.553994464,0.62207432,0.663820251,0.690486092,0.609494039,0.493119589,0.263630207,0.21922703,0.350884745,0.43126675,0.485449316,0.545181322,0.588070126,0.466311193,0.194374567,0.184883515,0.252326172,0.288753114,0.337431836,0.357450637,0.092799242,0.09217977,0.093548371,0.219841223,0.103234022,0.106867085
